replicate_seed,generation,mutation_rate,reputation_enabled,communication_enabled,policy,count,payoff,average_payoff_per_round,cooperation_rate,selected_count,mutations_in,mutations_out,next_count
20260926,7,0.0,False,True,always_cooperate,24,31470,2.6225,1.0,24,0,0,24
20260926,7,0.0,False,True,always_defect,12,12836,2.1393333333333335,0.0,10,0,0,10
20260926,7,0.0,False,True,communication_guard,34,46478,2.734,0.8670588235294118,35,0,0,35
20260926,7,0.0,False,True,tit_for_tat,30,41304,2.7536,0.8944,31,0,0,31
20260926,8,0.0,False,True,always_cooperate,24,32580,2.715,1.0,24,0,0,24
20260926,8,0.0,False,True,always_defect,10,10300,2.06,0.0,8,0,0,8
20260926,8,0.0,False,True,communication_guard,35,48482,2.7704,0.8828571428571429,36,0,0,36
20260926,8,0.0,False,True,tit_for_tat,31,42342,2.731741935483871,0.8850322580645161,32,0,0,32
20260926,9,0.0,False,True,always_cooperate,24,33570,2.7975,1.0,24,0,0,24
20260926,9,0.0,False,True,always_defect,8,7896,1.974,0.0,6,0,0,6
20260926,9,0.0,False,True,communication_guard,36,50728,2.8182222222222224,0.91,37,0,0,37
20260926,9,0.0,False,True,tit_for_tat,32,45039,2.8149375,0.9206875,33,0,0,33
20260927,0,0.0,False,True,always_cooperate,25,27780,2.2224,1.0,25,0,0,25
20260927,0,0.0,False,True,always_defect,25,26968,2.15744,0.0,24,0,0,24
20260927,0,0.0,False,True,communication_guard,25,28174,2.25392,0.5888,26,0,0,26
20260927,0,0.0,False,True,tit_for_tat,25,27987,2.23896,0.67384,25,0,0,25
20260927,1,0.0,False,True,always_cooperate,25,28200,2.256,1.0,24,0,0,24
20260927,1,0.0,False,True,always_defect,24,25932,2.161,0.0,23,0,0,23
20260927,1,0.0,False,True,communication_guard,26,31560,2.4276923076923076,0.7069230769230769,27,0,0,27
20260927,1,0.0,False,True,tit_for_tat,25,29667,2.37336,0.73144,26,0,0,26
20260927,2,0.0,False,True,always_cooperate,24,27870,2.3225,1.0,24,0,0,24
20260927,2,0.0,False,True,always_defect,23,23804,2.0699130434782607,0.0,21,0,0,21
20260927,2,0.0,False,True,communication_guard,27,32472,2.4053333333333335,0.6918518518518518,28,0,0,28
20260927,2,0.0,False,True,tit_for_tat,26,31461,2.4200769230769232,0.7514615384615385,27,0,0,27
20260927,3,0.0,False,True,always_cooperate,24,28440,2.37,1.0,24,0,0,24
20260927,3,0.0,False,True,always_defect,21,21964,2.091809523809524,0.0,19,0,0,19
20260927,3,0.0,False,True,communication_guard,28,34380,2.4557142857142855,0.7114285714285714,29,0,0,29
20260927,3,0.0,False,True,tit_for_tat,27,33024,2.446222222222222,0.7626666666666667,28,0,0,28
20260927,4,0.0,False,True,always_cooperate,24,29100,2.425,1.0,24,0,0,24
20260927,4,0.0,False,True,always_defect,19,20040,2.1094736842105264,0.0,16,0,0,16
20260927,4,0.0,False,True,communication_guard,29,37584,2.592,0.7972413793103448,31,0,0,31
20260927,4,0.0,False,True,tit_for_tat,28,35784,2.556,0.8097142857142857,29,0,0,29
20260927,5,0.0,False,True,always_cooperate,24,30090,2.5075,1.0,24,0,0,24
20260927,5,0.0,False,True,always_defect,16,17076,2.1345,0.0,14,0,0,14
20260927,5,0.0,False,True,communication_guard,31,40012,2.58141935483871,0.7845161290322581,32,0,0,32
20260927,5,0.0,False,True,tit_for_tat,29,36843,2.540896551724138,0.8032413793103448,30,0,0,30
20260927,6,0.0,False,True,always_cooperate,24,30630,2.5525,1.0,24,0,0,24
20260927,6,0.0,False,True,always_defect,14,15084,2.154857142857143,0.0,12,0,0,12
20260927,6,0.0,False,True,communication_guard,32,43074,2.692125,0.844375,33,0,0,33
20260927,6,0.0,False,True,tit_for_tat,30,40443,2.6962,0.8698,31,0,0,31
20260927,7,0.0,False,True,always_cooperate,24,31800,2.65,1.0,24,0,0,24
20260927,7,0.0,False,True,always_defect,12,12500,2.0833333333333335,0.0,10,0,0,10
20260927,7,0.0,False,True,communication_guard,33,44972,2.7255757575757578,0.8606060606060606,34,0,0,34
20260927,7,0.0,False,True,tit_for_tat,31,41712,2.6910967741935483,0.8676129032258064,32,0,0,32
20260927,8,0.0,False,True,always_cooperate,24,32940,2.745,1.0,25,0,0,25
20260927,8,0.0,False,True,always_defect,10,9820,1.964,0.0,7,0,0,7
20260927,8,0.0,False,True,communication_guard,34,46918,2.7598823529411765,0.8805882352941177,35,0,0,35
20260927,8,0.0,False,True,tit_for_tat,32,44598,2.787375,0.908875,33,0,0,33
20260927,9,0.0,False,True,always_cooperate,25,34500,2.76,1.0,25,0,0,25
20260927,9,0.0,False,True,always_defect,7,8064,2.304,0.0,6,0,0,6
20260927,9,0.0,False,True,communication_guard,35,50410,2.880571428571429,0.9417142857142857,36,0,0,36
20260927,9,0.0,False,True,tit_for_tat,33,46959,2.846,0.934,33,0,0,33
20260928,0,0.0,False,True,always_cooperate,25,27660,2.2128,1.0,24,0,0,24
20260928,0,0.0,False,True,always_defect,25,27200,2.176,0.0,24,0,0,24
20260928,0,0.0,False,True,communication_guard,25,30004,2.40032,0.6912,26,0,0,26
20260928,0,0.0,False,True,tit_for_tat,25,29184,2.33472,0.71488,26,0,0,26
20260928,1,0.0,False,True,always_cooperate,24,27450,2.2875,1.0,24,0,0,24
20260928,1,0.0,False,True,always_defect,24,24948,2.079,0.0,22,0,0,22
20260928,1,0.0,False,True,communication_guard,26,30684,2.360307692307692,0.666923076923077,27,0,0,27
20260928,1,0.0,False,True,tit_for_tat,26,31272,2.4055384615384616,0.7452307692307693,27,0,0,27
20260928,2,0.0,False,True,always_cooperate,24,28200,2.35,1.0,24,0,0,24
20260928,2,0.0,False,True,always_defect,22,22832,2.0756363636363635,0.0,20,0,0,20
20260928,2,0.0,False,True,communication_guard,27,33154,2.4558518518518517,0.7140740740740741,28,0,0,28
20260928,2,0.0,False,True,tit_for_tat,27,32751,2.426,0.754,28,0,0,28
20260928,3,0.0,False,True,always_cooperate,24,28710,2.3925,1.0,24,0,0,24
20260928,3,0.0,False,True,always_defect,20,21128,2.1128,0.0,17,0,0,17
20260928,3,0.0,False,True,communication_guard,28,35784,2.556,0.7764285714285715,30,0,0,30
20260928,3,0.0,False,True,tit_for_tat,28,35112,2.508,0.7891428571428571,29,0,0,29
